Overflow Type,Municipality/Facility,NPDES #,Date Discovered,Time Discovered,Days,Hours,Minutes,Location,Zip Code,Latitude,Longitude,Collection-System,Quantity in Gallons (Estimated),Net in Gallons (Estimated),Cause,Receiving waters,County,Penalty Collected Comments,Penalty Collected,Notes
CSO,"Frostburg, City of",MD0067423,4/15/2009,3:00:00 AM,0,18,0,001/C,21532,37.57912784,-81.52842485,Cumberland WWTP,4000,4000,Precipitation,Sand Spring Run,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,4/15/2009,3:00:00 AM,0,18,0,006/H,21532,37.5791357,-81.52842085,Cumberland WWTP,4000,4000,Precipitation,Jennings Run,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,4/15/2009,3:00:00 AM,0,18,0,010/Q,21532,37.5791275,-81.52841273,Cumberland WWTP,4000,4000,Precipitation,Georges Creek,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,4/15/2009,3:00:00 AM,0,18,0,011/R,21532,37.5791267,-81.52841199,Cumberland WWTP,4000,4000,Precipitation,Georges Creek,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,4/15/2009,3:00:00 AM,0,18,0,012/U,21532,37.57912589,-81.5284116,Cumberland WWTP,4000,4000,Precipitation,Georges Creek,Allegany,,,None
CSO,La Vale,MD0067547,4/15/2009,3:00:00 PM,0,8,0,001 La Vale PS,21504,37.57914957,-81.52828562,Cumberland WWTP,256311,256311,Excessive flow,Braddock Run,Allegany,,,None
CSO,"Cumberland, City of",MD0021598,4/15/2009,,,,,007 Oldtown Road,21502,39.391,-78.491,Cumberland WWTP,16100,16100,Precipitation,Potomac River,Allegany,,,Time discovered & duration not provided
CSO,"Cambridge, City of",MD0021636,4/15/2009,,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave",21614,38.3431,-76.3465,Cambridge WWTP,680000,680000,Precipitation,Choptank River,Dorchester,,,Time discovered & duration not provided
SSO,"Cambridge, City of",N/A,4/16/2009,12:30:00 PM,,,,Intersection of Shepard Ave & Stone Boundary Rd,,,,,1000,1000,Grease,Ditch,Dorchester,,,"Duration, collection system & zip code not provided"
SSO,WSSC,N/A,4/16/2009,7:31:00 PM,0,1,59,"11210 Newport Mill Rd., MH05180025 Kensington",20895,,,,119,119,Roots & Grease,Rock Creek,Montgomery,,,Collection system not provided
SSO,City of Baltimore,N/A,4/16/2009,9:43:00 PM,0,4,30,4205 West View Rd,21218,,,Back River WWTP,270,270,Rags & Roots,Herring Run,City of Baltimore,,,Lat/Long could not be obtained with the address provided
SSO,Worcester County DPW,N/A,4/17/2009,3:00:00 PM,0,2,0,357 OPWY Ocean Pines,,,,,0,0,"Split 4"" PVC Line",Unknown,Worcester,,,Zip code and quantity not provided
SSO,City of Baltimore,N/A,4/18/2009,10:07:00 AM,0,0,53,2500 Geogar Ave,21213,,,Back River WWTP,265,265,Rags & grease,Inner Harbor,City of Baltimore,,,Lat/Long could not be obtained with the address provided
SSO,Allegany County DPW,N/A,4/20/2009,12:00:00 AM,0,168,0,"Jennings Run Sanitary District, MH 47 Between Corriganville and Barrelville, Corriganville",21502,,,Cumberland WWTP,504000,504000,Snowmelt,Jennings Run,Allegany,,,None
CSO,Allegany County DPW,MD0067407,4/20/2009,1:00:00 AM,0,69,0,002 Braddock Estates,21532,39.3821,-78.5555,Cumberland WWTP,207000,207000,Precipitation,Georges Creek,Allegany,,,None
CSO,Allegany County DPW,MD0067407,4/20/2009,1:00:00 AM,0,39,0,003 Grahamtown,21532,39.3857,-78.5525,Cumberland WWTP,117000,117000,Precipitation,Georges Creek,Allegany,,,None
CSO,La Vale,MD0067547,4/20/2009,1:00:00 AM,4,11,30,006 Red Hill,21504,37.57912013,-81.52834872,Cumberland WWTP,4031173,4031173,Excessive flow,Braddock Run,Allegany,,,None
CSO,La Vale,MD0067547,4/20/2009,1:30:00 AM,5,11,30,001 La Vale PS,21504,37.57914957,-81.52828562,Cumberland WWTP,7799336,7799336,Excessive flow,Braddock Run,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,4/20/2009,7:00:00 AM,0,24,0,001/C,21532,37.57912784,-81.52842485,Cumberland WWTP,6000,6000,Precipitation,Sand Spring Run,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,4/20/2009,7:00:00 AM,0,24,0,004/F,21532,37.57913753,-81.52840922,Cumberland WWTP,6000,6000,Precipitation,Jennings Run,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,4/20/2009,7:00:00 AM,0,24,0,005/G,21532,37.57913835,-81.52841652,Cumberland WWTP,6000,6000,Precipitation,Jennings Run,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,4/20/2009,7:00:00 AM,0,24,0,006/H,21532,37.5791357,-81.52842085,Cumberland WWTP,6000,6000,Precipitation,Jennings Run,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,4/20/2009,7:00:00 AM,0,24,0,010/Q,21532,37.5791275,-81.52841273,Cumberland WWTP,6000,6000,Precipitation,Georges Creek,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,4/20/2009,7:00:00 AM,0,24,0,011/R,21532,37.5791267,-81.52841199,Cumberland WWTP,6000,6000,Precipitation,Georges Creek,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,4/20/2009,7:00:00 AM,0,24,0,012/U,21532,37.57912589,-81.5284116,Cumberland WWTP,6000,6000,Precipitation,Georges Creek,Allegany,,,None
SSO,Allegany County DPW,N/A,4/20/2009,8:00:00 AM,0,19,0,"Bedford Road Sanitary District, Mill Run PS",21502,,,Cumberland WWTP,57000,57000,Precipitation,Pea Vine Run,Allegany,,,None
SSO,Allegany County DPW,N/A,4/20/2009,8:00:00 AM,0,75,0,"Jennings Run Sanitary District, Locust Grove Pump Station",21532,,,Cumberland WWTP,225000,225000,Precipitation,Wills Creek,Allegany,,,None
SSO,Allegany County DPW,N/A,4/20/2009,9:00:00 AM,0,52,0,"Cresaptown Sanitary District, Cresaptown PS, Cresaptown",21502,,,Celanese WWTP,156000,156000,Precipitation,North Branch Potomac River,Allegany,,,Collection system not provided
SSO,Allegany County DPW,N/A,4/20/2009,9:00:00 AM,0,36,0,"Cresaptown Sanitary District, MH #20 on Darrows Lane",21502,,,Celanese WWTP,108000,108000,Precipitation,Warrior Run,Allegany,,,None
SSO,Baltimore County DPW,N/A,4/20/2009,1:00:00 PM,0,6,45,"Nunnery Lane North of Frederick Rd., MH # 7368",21228,39.276802,-76.713282,Patapsco WWTP,17056,17056,Excess inflow and infiltration,Maidens Choice Creek,Baltimore County,,,None
SSO,City of Baltimore,N/A,4/20/2009,1:30:00 PM,0,1,0,1800 Falls Rd,21201,,,Patapsco WWTP,0,0,Infill/Inflow,Jones Falls,City of Baltimore,,,Quantity reported as unknown
SSO,City of Baltimore,N/A,4/20/2009,9:15:00 PM,0,0,35,"3600 Ash Street, Structure #5, Jones Falls PS",21202,,,Back River WWTP,700000,700000,Power failure,Jones Falls,City of Baltimore,,,Lat/Long could not be obtained with the address provided
CSO,Allegany County DPW,MD0067407,4/20/2009,11:00:00 PM,0,1,0,001 Wright's Crossing PS,21532,39.382,-78.5557,Cumberland WWTP,3000,3000,Precipitation,Georges Creek,Allegany,,,None
CSO,"Cumberland, City of",MD0021598,4/20/2009,,,,,002 WWTP Bypass,21502,39.391,-78.491,Cumberland WWTP,1788900,1788900,Precipitation,Potomac River,Allegany,,,Time discovered & duration not provided
CSO,"Cumberland, City of",MD0021598,4/20/2009,,,,,003 Mill Race PS,21502,39.391,-78.491,Cumberland WWTP,1331000,1331000,Precipitation,Potomac River,Allegany,,,Time discovered & duration not provided
CSO,"Cumberland, City of",MD0021598,4/20/2009,,,,,005 Elizabeth St,21502,39.391,-78.491,Cumberland WWTP,900,900,Precipitation,Potomac River,Allegany,,,Time discovered & duration not provided
CSO,"Cumberland, City of",MD0021598,4/20/2009,,,,,007 Oldtown Road,21502,39.391,-78.491,Cumberland WWTP,533700,533700,Precipitation,Potomac River,Allegany,,,Time discovered & duration not provided
CSO,"Cumberland, City of",MD0021598,4/20/2009,,,,,008 Bedford Street,21502,39.391,-78.491,Cumberland WWTP,45100,45100,Precipitation,Potomac River,Allegany,,,Time discovered & duration not provided
CSO,"Cumberland, City of",MD0021598,4/20/2009,,,,,010 N. Mechanic Street,21502,39.391,-78.491,Cumberland WWTP,86100,86100,Precipitation,Potomac River,Allegany,,,Time discovered & duration not provided
CSO,"Cumberland, City of",MD0021598,4/20/2009,,,,,011 Franklin Street,21502,39.391,-78.491,Cumberland WWTP,288300,288300,Precipitation,Potomac River,Allegany,,,Time discovered & duration not provided
CSO,"Cumberland, City of",MD0021598,4/20/2009,,,,,012 Valley Street,21502,39.391,-78.491,Cumberland WWTP,188700,188700,Precipitation,Potomac River,Allegany,,,Time discovered & duration not provided
CSO,"Cumberland, City of",MD0021598,4/20/2009,,,,,015 Avirett,21502,39.391,-78.491,Cumberland WWTP,98600,98600,Precipitation,Potomac River,Allegany,,,Time discovered & duration not provided
CSO,"Cambridge, City of",MD0021636,4/20/2009,,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave",21614,38.3431,-76.3465,Cambridge WWTP,310000,310000,Precipitation,Choptank River,Dorchester,,,Time discovered & duration not provided
SSO,Allegany County DPW,N/A,4/21/2009,1:00:00 AM,0,1,0,"Jennings Run Sanitary District, Corriganville PS, Corriganviille",21502,,,Cumberland WWTP,3000,3000,Precipitation,Wills Creek,Allegany,,,None
SSO,WSSC,N/A,4/21/2009,8:37:00 AM,0,2,3,"2108 Pin Oak Pkw., MH14134171, Mitchellville",20721,,,,123,123,unknown,Western Branch,Prince George's,,,Collection system not provided
SSO,"Army, Department of",N/A,4/21/2009,1:10:00 PM,0,0,15,"Ernie Pyle Street & Burr Court, Ft. Meade",20755,,,Ft. Meade WWTP,75,75,Roots,Unknown,Anne Arundel,,,None
CSO,"Cambridge, City of",MD0021636,4/21/2009,,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave",21614,38.3431,-76.3465,Cambridge WWTP,110000,110000,Precipitation,Choptank River,Dorchester,,,Time discovered & duration not provided
SSO,City of Baltimore,N/A,4/22/2009,8:30:00 PM,0,1,30,402 S. Clinton St,21224,,,Back River WWTP,0,0,Grease,Inner Harbor,City of Baltimore,,,Quantity reported as unknown
CSO,"Cumberland, City of",MD0021598,4/22/2009,,,,,010 N. Mechanic Street,21502,39.391,-78.491,Cumberland WWTP,400,400,Precipitation,Wills Creek,Allegany,,,Time discovered & duration not provided
CSO,"Cumberland, City of",MD0021598,4/22/2009,,,,,012 Valley Street,21502,39.391,-78.491,Cumberland WWTP,700,700,Precipitation,Wills Creek,Allegany,,,Time discovered & duration not provided
CSO,"Cambridge, City of",MD0021636,4/22/2009,,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave",21614,38.3431,-76.3465,Cambridge WWTP,190000,190000,Precipitation,Choptank River,Dorchester,,,Time discovered & duration not provided
SSO,WSSC,N/A,4/23/2009,2:00:00 PM,0,18,0,"6600 Crain Hwy, Upper Marlboro,Western Branch WWTP",20772,38.798485,-76.757768,Western Branch WWTP,300,300,Clarifiers deteriorated and cracked,Unknown,Prince George's,,,None
SSO,"Army, Department of",N/A,4/24/2009,7:00:00 AM,0,2,15,behind the housing development at Baker Court adjacent to the NSA fence line at Rockenbach Road,20755,,,Ft. Meade WWTP,40500,40500,Roots & accumulation of other material,Little Patuxent River,Anne Arundel,,,None
SSO,City of Baltimore,N/A,4/24/2009,7:30:00 AM,0,2,0,3900 Harford Rd,21218,,,Back River WWTP,1200,1200,Roots & Grease,Herring Run,City of Baltimore,,,Lat/Long could not be obtained with the address provided
SSO,Queen Anne's Rest Stop (MES),N/A,4/24/2009,9:00:00 AM,,,,Mh on sewage tank #1,,,,,100,100,Blockage between 2 tanks,Unknown,Queen Anne's,,,"Duration, collection system & zip code not provided"
SSO,WSSC,N/A,4/24/2009,5:32:00 PM,0,4,43,"3838 R/W Regency Pkw., MH11042110, Forestville",20747,,,,850,850,Grease,Broad Creek,Prince George's,,,Collection system not provided
SSO,WSSC,N/A,4/24/2009,5:32:00 PM,0,4,43,"5318 Stoney Meadow Dr., MH11045110, Forestville",20747,,,,850,850,Grease,Broad Creek,Prince George's,,,Collection system not provided
SSO,City of Baltimore,N/A,4/25/2009,12:30:00 PM,0,1,4,4500 Franklin Town Blvd,21223,,,Back River WWTP,1000,1000,"Rags, Grease & Trash",Gwynn's Falls,City of Baltimore,,,None
SSO,City of Baltimore,N/A,4/25/2009,1:20:00 PM,0,2,10,5529 Hillen Rd,21239,,,Back River WWTP,650,650,"rags, roots & trash",Herring Run,City of Baltimore,,,Lat/Long could not be obtained with the address provided
SSO,Kent County DW&WWS,N/A,4/25/2009,6:00:00 PM,0,2,0,"5316 Crosby Road, Rock Hall",,,,,500,500,Cap popped off during pressure testing,Unknown,Kent,,,Zip Code not provided
CSO,"Cambridge, City of",MD0021636,4/25/2009,,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave",21614,38.3431,-76.3465,Cambridge WWTP,10000,10000,Precipitation,Choptank River,Dorchester,,,Time discovered & duration not provided
SSO,Queen Anne's County Sanitary District,N/A,4/26/2009,1:40:00 PM,0,1,0,"105 Cat Tail Court, Stevensville",,,,,100,100,Valve pit,Unknown,Queen Anne's,,,Zip Code not provided
SSO,WSSC,N/A,4/27/2009,10:45:00 AM,0,0,45,"5431 Indian Head Hwy, MH18002097, Oxon Hill",20745,,,,270,270,Debris,Oxon Run,Prince George's,,,Collection system not provided
SSO,City of Baltimore,N/A,4/28/2009,7:10:00 AM,0,3,20,6300 Seaforth St,21224,,,Back River WWTP,0,0,Rags & trash,Patapsco River,City of Baltimore,,,Quantity reported as unknown
SSO,WSSC,N/A,4/28/2009,9:58:00 AM,0,3,2,"10300 R/W Glen Way, MH04011034, Fort Washington",20744,,,,909,909,unknown,Piscataway Creek,Prince George's,,,Collection system not provided
SSO,WSSC,N/A,4/28/2009,12:57:00 PM,0,3,3,"7400 Glenbrook Rd., MH12026040, Bethesda",20814,,,,180,180,Roots & Grease,Paint Branch,Montgomery,,,Collection system not provided
SSO,Frederick County Utilities & Solid Waste Management,N/A,4/28/2009,6:45:00 PM,0,3,35,Pine Cliff Park off Reich's Ford Road,,,,,1075,1075,Grease,Monocacy River,Frederick,,,Zip Code not provided
SSO,City of Baltimore,N/A,4/28/2009,9:15:00 PM,0,21,25,5209 Catalpha Rd,21214,,,Back River WWTP,2125,2125,Pipe break,Herring Run,City of Baltimore,,,Flow listed as 1285 @ 1GPM collection system not provided
CSO,Allegany County DPW,MD0067407,4/29/2009,1:00:00 AM,0,251,0,002 Braddock Estates,21532,39.3821,-78.5555,Cumberland WWTP,753000,753000,Precipitation,Georges Creek,Allegany,,,None
SSO,City of Baltimore,N/A,4/29/2009,2:19:00 PM,0,2,47,2432 Edmonson Ave,21223,,,Back River WWTP,187,187,Rags,Gwynn's Falls,City of Baltimore,,,None
CSO,Allegany County DPW,MD0067407,4/29/2009,3:00:00 PM,0,209,0,003 Grahamtown,21532,39.3857,-78.5525,Cumberland WWTP,627000,627000,Precipitation,Georges Creek,Allegany,,,None
SSO,WSSC,N/A,4/30/2009,10:48:00 AM,0,3,12,"5600 Rhode Island Ave., MH09018004, Hyattsville",20781,,,,576,576,Debris,Anacostia River,Prince George's,,,Collection system not provided
SSO,City of Baltimore,N/A,4/30/2009,12:40:00 PM,0,2,0,3400 Reistertown Rd,21265,,,,600,600,Rags,Gwynn's Falls,City of Baltimore,,,Lat/Long could not be obtained with the address provided
CSO,"Frostburg, City of",MD0067423,5/1/2009,12:00:00 PM,0,92,0,001/C,21532,37.57912784,-81.52842485,Cumberland WWTP,40000,40000,Precipitation,Sand Spring Run,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,5/1/2009,12:00:00 PM,0,92,0,006/H,21532,37.5791357,-81.52842085,Cumberland WWTP,40000,40000,Precipitation,Jennings Run,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,5/1/2009,12:00:00 PM,0,92,0,010/Q,21532,37.5791275,-81.52841273,Cumberland WWTP,40000,40000,Precipitation,Georges Creek,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,5/1/2009,12:00:00 PM,0,92,0,011/R,21532,37.5791267,-81.52841199,Cumberland WWTP,40000,40000,Precipitation,Georges Creek,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,5/1/2009,12:00:00 PM,0,92,0,012/U,21532,37.57912589,-81.5284116,Cumberland WWTP,40000,40000,Precipitation,Georges Creek,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,5/1/2009,1:00:00 PM,0,43,0,003/E,21532,37.57912643,-81.52842579,Cumberland WWTP,30000,30000,Precipitation,Sand Spring Run,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,5/1/2009,1:00:00 PM,0,43,0,005/G,21532,37.57913835,-81.52841652,Cumberland WWTP,30000,30000,Precipitation,Jennings Run,Allegany,,,None
CSO,La Vale,MD0067547,5/1/2009,2:00:00 PM,11,9,30,001 La Vale PS,21504,37.57914957,-81.52828562,Cumberland WWTP,16076458,16076458,Excessive flow,Braddock Run,Allegany,,,None
CSO,"Cumberland, City of",MD0021598,5/1/2009,,,,,003 Mill Race PS,21502,39.391,-78.491,Cumberland WWTP,15000,15000,Precipitation,Potomac River,Allegany,,,Time discovered & duration not provided
CSO,"Cumberland, City of",MD0021598,5/1/2009,,,,,007 Oldtown Road,21502,39.391,-78.491,Cumberland WWTP,8800,8800,Precipitation,Potomac River,Allegany,,,Time discovered & duration not provided
CSO,"Cumberland, City of",MD0021598,5/1/2009,,,,,008 Bedford Street,21502,39.391,-78.491,Cumberland WWTP,2000,2000,Precipitation,Potomac River,Allegany,,,Time discovered & duration not provided
CSO,"Cumberland, City of",MD0021598,5/1/2009,,,,,010 N. Mechanic Street,21502,39.391,-78.491,Cumberland WWTP,2000,2000,Precipitation,Potomac River,Allegany,,,Time discovered & duration not provided
CSO,"Cumberland, City of",MD0021598,5/1/2009,,,,,011 Franklin Street,21502,39.391,-78.491,Cumberland WWTP,14200,14200,Precipitation,Potomac River,Allegany,,,Time discovered & duration not provided
CSO,"Cumberland, City of",MD0021598,5/1/2009,,,,,012 Valley Street,21502,39.391,-78.491,Cumberland WWTP,5300,5300,Precipitation,Potomac River,Allegany,,,Time discovered & duration not provided
CSO,"Cambridge, City of",MD0021636,5/1/2009,,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave",21614,38.3431,-76.3465,Cambridge WWTP,120000,120000,Precipitation,Choptank River,Dorchester,,,Time discovered & duration not provided
CSO,"Cambridge, City of",MD0021636,5/2/2009,,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave",21614,38.3431,-76.3465,Cambridge WWTP,40000,40000,Precipitation,Choptank River,Dorchester,,,Time discovered & duration not provided
CSO,La Vale,MD0067547,5/3/2009,9:00:00 AM,8,7,0,006 Red Hill,21504,37.57912013,-81.52834872,Cumberland WWTP,23924819,23924819,Excessive flow,Braddock Run,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,5/3/2009,1:00:00 PM,0,43,0,009/P.1,21532,37.57912886,-81.52841316,Cumberland WWTP,60000,60000,Precipitation,Georges Creek,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,5/3/2009,1:00:00 PM,0,43,0,009/P.2,21532,37.57912857,-81.52841349,Cumberland WWTP,45000,45000,Precipitation,Georges Creek,Allegany,,,None
SSO,"Federalsburg, Town of",N/A,5/3/2009,2:00:00 PM,0,17,0,117 East Central Avenue,21632,,,,20000,20000,Blockage,Marshyhope Creek,Caroline,,,Collection system not provided
SSO,Allegany County DPW,N/A,5/3/2009,5:00:00 PM,0,127,0,"Cresaptown Sanitary District, Cresaptown PS, Cresaptown",21502,,,Celanese WWTP,381000,381000,Precipitation,North Branch Potomac River,Allegany,,,Collection system not provided
SSO,Allegany County DPW,N/A,5/3/2009,5:00:00 PM,0,96,0,"Cresaptown Sanitary District, MH #20 on Darrows Lane",21502,,,Celanese WWTP,288000,288000,Precipitation,Warrior Run,Allegany,,,None
CSO,"Cumberland, City of",MD0021598,5/3/2009,9:08:00 PM,0,0,11,012 Valley Street,21502,39.391,-78.491,Cumberland WWTP,1100,1100,Precipitation,Wills Creek,Allegany,,,None
CSO,"Cumberland, City of",MD0021598,5/3/2009,9:26:00 PM,0,0,11,011 Franklin Street,21502,39.391,-78.491,Cumberland WWTP,5300,5300,Precipitation,Wills Creek,Allegany,,,None
CSO,"Cumberland, City of",MD0021598,5/3/2009,,,,,002 WWTP Bypass,21502,39.391,-78.491,Cumberland WWTP,16646400,16646400,Precipitation,Potomac River,Allegany,,,Time discovered & duration not provided
CSO,"Cumberland, City of",MD0021598,5/3/2009,,,,,003 Mill Race PS,21502,39.391,-78.491,Cumberland WWTP,32830000,32830000,Precipitation,Potomac River,Allegany,,,Time discovered & duration not provided
CSO,"Cumberland, City of",MD0021598,5/3/2009,,,,,005 Elizabeth St,21502,39.391,-78.491,Cumberland WWTP,6421800,6421800,Precipitation,Potomac River,Allegany,,,Time discovered & duration not provided
CSO,"Cumberland, City of",MD0021598,5/3/2009,,,,,007 Oldtown Road,21502,39.391,-78.491,Cumberland WWTP,3869800,3869800,Precipitation,Potomac River,Allegany,,,Time discovered & duration not provided
CSO,"Cumberland, City of",MD0021598,5/3/2009,,,,,008 Bedford Street,21502,39.391,-78.491,Cumberland WWTP,1264300,1264300,Precipitation,Wills Creek,Allegany,,,Time discovered & duration not provided
CSO,"Cumberland, City of",MD0021598,5/3/2009,,,,,010 N. Mechanic Street,21502,39.391,-78.491,Cumberland WWTP,648900,648900,Precipitation,Wills Creek,Allegany,,,Time discovered & duration not provided
